Country,Attribute,"Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices",Gross domestic product based on purchasing-power-parity (PPP) share of world total,Implied PPP conversion rate,Total investment,Gross national savings,"Inflation, average consumer prices","Inflation, end of period consumer prices",Volume of imports of goods and services,Volume of Imports of goods,Volume of exports of goods and services,Volume of exports of goods,Population,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government gross debt,"Gross domestic product corresponding to fiscal year, current prices",Current account balance,Unemployment rate,General government net debt,Employment,General government structural balance,Output gap in percent of potential GDP
St. Lucia,2022,21.138,11.723,113.485,45333.907,64844.441,0.002,1.923,21.151,18.873,132.323,136.702,24.525,17.297,51.266,-32.758,0.181,23.202,24.746,-1.545,1.566,78.899,6.317,-2.33,,,,,
St. Lucia,2023,8.865,12.588,118.193,46503.085,69190.201,0.002,1.931,21.848,21.103,134.194,134.905,13.277,13.177,7.194,8.704,0.182,22.877,25.159,-2.282,1.166,79.177,6.747,-0.763,,,,,
St. Vincent and the Grenadines,2017,3.862,4.556,98.475,33931.244,41254.728,0.001,1.59,24.089,12.343,110.078,112.316,-5.421,-3.626,-9.323,-8.216,0.11,28.583,29.013,-0.431,1.445,70.553,2.279,-11.845,,,,,
St. Vincent and the Grenadines,2018,5.563,4.786,100,34980.783,43303.941,0.001,1.577,23.644,13.358,112.757,112.172,-6.165,0.305,7.74,-0.056,0.111,27.276,27.548,-0.272,1.656,71.053,2.388,-10.377,,,,,
St. Vincent and the Grenadines,2019,3.065,4.921,102.312,35184.338,44491.568,0.001,1.585,25.471,23.153,112.339,111.751,-0.315,-2.395,1.767,-1.076,0.111,28.158,30.287,-2.129,-0.175,69.749,2.459,-2.339,,,,,
St. Vincent and the Grenadines,2020,-1.425,4.729,101.426,33841.705,42715.896,0.001,1.551,28.002,12.321,110.152,109.212,-5.995,-1.724,-33.235,27.478,0.111,29.2,34.009,-4.808,-3.011,81.342,2.347,-15.817,,,,,
St. Vincent and the Grenadines,2021,3.085,4.82,101.028,34069.669,43506.849,0.001,1.479,32.965,10.296,114.04,117.448,-5.505,1.148,-27.612,-45.593,0.111,31.251,38.744,-7.493,-5.092,92.074,2.355,-22.867,,,,,
St. Vincent and the Grenadines,2022,7.959,5.301,103.937,35914.914,47809.234,0.001,1.422,36.331,16.804,124.51,128.267,2.887,8.414,64.171,15.14,0.111,28.321,37.955,-9.634,-7.418,90.181,2.556,-19.712,,,,,
St. Vincent and the Grenadines,2023,8.842,5.824,107.369,38110.917,52472.062,0.001,1.417,36.06,18.432,128.572,129.166,26.837,23.688,31.305,19.523,0.111,29.97,37.8,-7.831,-5.108,88.588,2.805,-17.747,,,,,
Sudan,2017,23.567,1127.123,3887.572,5264.182,27637.248,0.157,4.619,,1.104,815.511,886.652,7.619,7.619,11.884,11.884,40.783,66.508,126.372,-59.864,-55.306,1474.948,886.328,-14.04,19.6,,,,
Sudan,2018,19.987,1587.361,6113.618,4996.403,37808.256,0.148,7.093,,-0.368,1342.133,1562.776,-18.646,-18.646,-17.556,-17.556,41.985,130.319,246.184,-115.864,-112.413,2730.022,1361.927,-18.673,19.5,,,,
Sudan,2019,19.22,2255.25,9351.284,4732.061,52178.666,0.14,10.659,,-4.365,1981.966,2396.221,16.297,16.297,1.494,1.494,43.222,167.08,397.56,-230.481,-226.744,4266.795,2031.104,-19.012,22.1,,,,
Sudan,2020,17.302,5403.517,24761.583,4444.733,121850.522,0.139,27.86,,-6.947,5246.703,8908.831,2.528,2.528,-13.821,-13.821,44.345,254.143,566.774,-312.633,-311.27,14540.459,5183.009,-22.788,26.83,,,,
Sudan,2021,21.536,15033.418,70370.028,4353.758,330416.082,0.132,75.771,,2.268,23696.788,36449.271,-8.45,-8.45,20.862,20.862,45.498,1409.937,1452.347,-42.411,-36.186,27999.756,14803.261,-10.152,28.328,,,,
Sudan,2022,18.01,19247.765,92685.559,4137.344,412321.928,0.124,93.266,,-2.241,55871.199,67767.664,13.493,13.493,-3.723,-3.723,46.681,2900.396,3382.753,-482.357,-447.419,35592.222,19010.185,-15.035,32.137,,,,
Sudan,2023,-1.543,64610.255,384388.768,3294.552,1348994.6,0.099,373.076,,6.049,198759.594,229217.169,-73.857,-73.857,-70.157,-70.157,47.895,3505.402,6205.714,-2700.313,-2647.4,165132.94,64412.035,-1.194,45.961,,,,
Suriname,2017,18.481,40.916,158.989,46873.794,70133.575,0.009,2.578,,34.338,147.999,139.796,-1.75,-5.395,29.19,33.442,0.583,25.531,34.514,-8.983,-5.814,92.669,26.893,1.998,7,,,-7.721,
Suriname,2018,22.7,45.028,167.989,48634.696,76306.037,0.009,2.66,,33.866,141.656,143.041,8.59,8.211,0.866,0.595,0.59,27.137,33.951,-6.814,-3.2,89.093,29.822,-3.084,9,,,-6.536,
Suriname,2019,19.045,47.004,175.419,48519.041,78601.283,0.008,2.729,,29.454,145.025,147.615,17.754,15.038,-3.973,-3.187,0.598,26.872,53.676,-26.804,-22.99,111.358,31.483,-11.699,8.809,,,-28.493,
Suriname,2020,-0.814,51.065,254.123,40493.881,84750.313,0.007,3.902,,36.907,224.59,291.239,-18.117,-14.048,-10.991,-8.424,0.603,25.489,42.187,-16.698,-11.606,204.534,38.353,9.271,11.147,,,-15.509,
Suriname,2021,11.937,71.772,400.577,38916.347,117702.968,0.007,5.887,,45.102,360.97,431.094,-23.911,-21.917,-11.942,-11.92,0.61,43.239,53.68,-10.442,-0.889,189.98,58.799,6.081,11.2,,,-9.981,
Suriname,2022,15.857,100.789,583.171,38850.258,163327.373,0.007,8.009,,44.732,512.612,627.143,8.05,10.067,8.232,6.738,0.617,51.797,57.636,-5.838,1.99,223.934,86.481,2.25,10.9,,,-5.955,
Suriname,2023,17.296,150.488,894.602,39214.227,240975.263,0.007,11.851,,44.047,758.572,841.815,-1.198,-2.348,3.854,1.244,0.624,61.579,63.718,-2.139,3.987,251.972,135.514,1.568,10.6,,,0.769,
Sweden,2017,5388.05,5696.546,85.881,584562.613,562886.327,0.433,8.719,25.725,28.481,104.895,104.992,4.464,3.693,4.155,5.706,10.12,2345.976,2279.421,66.556,64.248,1924.55,4625.094,17.671,6.858,293.071,4.966,44.763,1.167
Sweden,2018,5492.45,5937.539,87.939,589556.949,580394.148,0.426,8.719,26.008,28.488,107.163,107.73,4.146,4.789,4.253,5.12,10.23,2442.979,2404.403,38.577,36.913,1931.531,4828.306,16.249,6.517,302.826,5.04,18.334,1.341
Sweden,2019,5601.539,6158.406,90.179,595595.993,596306.222,0.423,8.783,25.124,30.459,108.66,109.064,2.387,-0.395,6.608,4.508,10.328,2506.299,2477.258,29.041,25.188,1826.953,5049.619,33.818,6.975,252.088,5.074,-3.081,1.584
Sweden,2020,5475.86,6155.362,91.977,579767.552,593042.43,0.427,8.843,25.097,30.983,108.297,107.962,-5.906,-3.675,-5.781,-3.478,10.379,2479.44,2621.84,-142.4,-148.506,2046.65,5038.538,38.09,8.542,431.858,5.002,-78.197,-3.027
Sweden,2021,5820.913,6758.234,94.356,611106.144,646576.998,0.426,8.682,25.865,32.652,113.15,114.528,11.721,9.535,11.466,9.471,10.452,2686.75,2690.29,-3.54,-9.471,2032.021,5486.558,50.208,8.8,410.066,5.059,-30.951,1.242
Sweden,2022,5982.262,7265.998,100,624276.762,690582.049,0.424,8.599,28.437,33.248,127.454,135.609,9.304,2.452,6.841,3.251,10.522,2921.705,2876.943,44.762,56.163,1987.616,5979.43,33.256,7.467,368.054,5.181,8.82,1.5
Sweden,2023,5937.633,7638.562,106.519,603212.53,706351.598,0.41,8.834,27.722,33.075,134.575,137.058,2.272,0.1,1.199,3,10.814,3066.229,3092.609,-26.38,-13.672,2075.412,6325.457,37.319,7.547,457.307,5.242,-21.656,-0.183
Switzerland,2017,692.921,1960.386,99.021,151044.552,232824.814,0.474,1.18,25.859,31.208,100.394,101.13,-0.304,-2.175,-0.138,-0.214,8.42,263.477,254.609,8.868,10.003,327.713,684.716,42.544,3.088,162.997,5.012,8.924,
Switzerland,2018,714.091,2046.743,99.789,154186.41,241247.386,0.471,1.161,25.585,31.231,101.728,101.699,0.713,1.33,3.357,2.284,8.484,267.49,257.044,10.446,11.168,322.198,709.732,46.618,2.547,151.767,5.064,8.528,
Switzerland,2019,720.634,2068.531,99.697,154859.315,242075.116,0.463,1.14,26.275,30.215,101.518,101.353,0.292,-0.95,-0.655,-0.057,8.545,272.231,261.27,10.961,11.392,323.968,717.293,32.386,2.306,140.998,5.101,9.928,
Switzerland,2020,700.824,2059.992,98.966,150261.95,239366.975,0.467,1.117,29.651,30.074,99.697,99.585,-3.024,-1.679,-5.67,-2.694,8.606,270.527,294.522,-23.995,-23.467,343.905,695.828,3.559,3.17,162.422,5.075,-19.511,
Switzerland,2021,746.412,2240.986,100.185,157196.906,258475.842,0.463,1.082,26.247,34.869,101.589,103.497,5.641,4.41,13.546,13.716,8.67,288.367,290.812,-2.445,-1.282,346.2,742.393,78.657,2.993,173.772,5.104,-1.291,
Switzerland,2022,763.432,2353.819,102.726,160111.815,269346.525,0.46,1.037,24.442,34.64,106.705,107.722,6.004,7.22,6.3,6.428,8.739,286.239,277.965,8.274,9.474,360.47,781.502,93.662,2.166,180.037,5.182,6.842,
Switzerland,2023,768.219,2501.598,105.242,160295.719,284125.883,0.451,1.024,24.387,32.398,108.341,108.744,3.699,0.108,3.009,3.669,8.805,290.58,289.556,1.024,2.135,358.125,807.579,80.561,2.051,172.356,5.285,0.907,
Syria,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Syria,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Syria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Syria,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Syria,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Syria,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
S?o TomÇ and Pr°ncipe,2017,7.841,8.083,189.278,21714.622,39624.212,0.001,10.055,29.365,14.073,115.794,121.748,6.509,6.17,-7.144,26.491,0.204,30.857,34.183,-3.326,-2.673,117.845,7.056,-15.341,13.472,,,,
S?o TomÇ and Pr°ncipe,2018,8.269,9.159,206.161,22123.084,43823.833,0.001,10.695,22.763,9.561,126.645,133.419,5.197,5.023,2.678,-5.306,0.209,28.019,30.204,-2.185,-1.728,103.54,8.022,-13.253,0,,,,
S?o TomÇ and Pr°ncipe,2020,6.699,11.497,250.644,22204.919,52734.984,0.001,12.609,17.374,6.181,150.32,155.796,-6.821,-4.853,-44.991,-13.755,0.218,28.788,25.548,3.24,3.622,95.513,10.211,-11.246,0,,,,
S?o TomÇ and Pr°ncipe,2021,6.05,12.333,263.588,22119.333,55304.358,0.001,12.69,25.789,13.679,160.072,169.831,9.969,11.44,31.503,5.35,0.223,26.756,28.437,-1.681,-1.447,85.054,10.942,-12.174,0,,,,
S?o TomÇ and Pr°ncipe,2022,4.219,14.205,306.562,21743.748,62578.512,0.001,13.793,33.052,19.802,197.297,225.898,6.392,4.304,-3.636,-15.019,0.227,28.609,31.125,-2.517,-1.901,87.578,12.734,-13.323,0,,,,
S?o TomÇ and Pr°ncipe,2023,4.675,16.733,361.629,21381.508,72123.713,0.001,15.693,24.858,9.981,237.252,247.044,3.266,3.031,20.482,25.298,0.232,26.857,26.671,0.185,1.106,67.37,15.097,-14.977,0,,,,
Taiwan Province of China,2017,18139.9,19717.304,99.155,817938.473,836498.866,0.933,15.73,20.971,36.103,97.075,98.566,3.186,3.692,6.311,6.739,23.571,2768.639,3134.295,-365.656,,6241.211,17983.347,97.136,3.76,5900.726,11.352,-361.954,
Taiwan Province of China,2018,18644.801,20187.555,98.568,840101.512,855806.215,0.926,15.27,22.236,35.133,99.105,97.228,1.525,1.031,0.471,-0.675,23.589,2864.114,3208.837,-344.723,,6265.676,18375.022,82.518,3.71,5917.816,11.434,-330.164,
Taiwan Province of China,2019,19216.26,20782.477,98.415,865321.303,880496.96,0.929,14.978,23.8,35.756,98.861,99.561,2.343,2.567,2.068,1.468,23.603,2947.36,3284.953,-337.593,,6220.574,18908.632,76.458,3.73,5862.667,11.501,-310.883,
Taiwan Province of China,2020,19867.264,21910.221,100.256,896216.97,929926.638,0.991,15.061,24.217,40.269,97.83,98.491,-3.287,3.573,0.06,3.6,23.561,3051.378,3635.119,-583.742,,6431.527,19914.806,111.701,3.85,6054.675,11.504,-545.879,
Taiwan Province of China,2021,21167.052,23986.541,102.734,962312.616,1026148.392,0.993,14.77,26.958,43.641,101.971,103.671,17.54,19.851,17.253,17.492,23.375,3336.399,3786.921,-450.522,,6580.917,21738.982,133.184,3.95,6169.718,11.447,-495.499,
Taiwan Province of China,2022,21661.047,25038.978,104.653,989653.407,1076267.582,0.984,14.061,27.84,43.009,105.894,106.492,1.485,0.023,-0.187,-1.498,23.265,3706.993,4097.064,-390.071,,6759.472,22666.522,114.627,3.66,6330.81,11.418,-390.071,
Taiwan Province of China,2023,21842.025,25776.844,106.86,998577.61,1108634.048,0.964,13.848,26.507,38.264,107.227,108.931,-0.387,0.021,0.63,3.634,23.251,3886.899,3810.267,76.632,,6240.648,23339.556,100.16,3.66,5799.314,11.414,76.632,
Tajikistan,2017,7.358,100.856,24992.461,3266.84,11304.991,0.024,2.231,23.652,25.762,1372.339,959.998,-15.598,-16.329,10.062,15.06,8.921,46.253,55.553,-9.3,-8.583,76.133,64.434,2.269,0,,,,
Tajikistan,2018,7.877,110.65,25615.449,3443.38,12149.835,0.025,2.232,20.71,15.819,1421.324,1010.046,9.383,8.53,2.853,3.782,9.107,48.206,52.815,-4.608,-2.758,79.688,71.059,-5.271,0,,,,
Tajikistan,2020,4.701,128.892,26994.924,3710.591,13603.018,0.028,2.281,16.713,20.842,1667.587,1197.27,-2.984,-1.633,5.437,18.087,9.475,45.666,53.649,-7.982,-6.284,95.22,83.958,4.466,0,,,,
Tajikistan,2021,9.74,152.077,29706.432,3983.13,15748.447,0.028,2.403,16.759,24.984,1816.858,1291.409,22.25,23.141,17.178,21.126,9.657,54.242,55.582,-1.34,0.4,84.647,101.076,8.959,0,,,,
Tajikistan,2022,8.367,174.847,31496.234,4223.345,17776.256,0.03,2.381,17.518,33.096,1934.595,1341.946,17.196,16.468,-2.865,-3.952,9.836,59.805,60.308,-0.503,1.035,70.305,115.739,17.214,0,,,,
Tajikistan,2023,6.891,193.688,32756.083,4418.304,19343.471,0.031,2.388,20.825,17.143,2021.589,1409.597,15.145,14.123,4.991,3.51,10.013,65.447,71.251,-5.805,-3.824,76.462,128.193,-4.118,0,,,,
Tanzania,2017,107664.178,118931.887,110.298,2030951.294,2240851.274,0.11,885.083,34.046,31.302,337.623,334.414,-13.291,-13.291,-11.717,-11.717,53.074,18319.346,19695.594,-1376.248,478.174,48408.216,118744.498,-4.048,,,,,
Tanzania,2018,115156.158,129218.475,112.041,2108515.524,2363195.295,0.113,877.961,38.363,34.495,347.472,344.444,0.092,0.092,10.818,10.818,54.68,18946.689,21440.714,-2494.025,-292.833,52348.01,129014.828,-4.715,,,,,
Tanzania,2019,123203.725,139862.593,113.349,2190071.161,2483245.879,0.118,872.554,39.657,37.741,359.27,358.179,5.576,5.576,13.061,13.061,56.322,20498.718,23270.795,-2772.077,-416.301,54647.012,139641.854,-4.132,,,,,
Tanzania,2020,129134.998,151401.867,117.065,2229115.146,2610328.069,0.127,889.554,39.369,37.855,370.814,368.659,0.964,0.964,2.293,2.293,58.001,21652.909,25373.498,-3720.589,-1304.973,60261.633,151166.383,-3.158,,,,,
Tanzania,2021,135522.76,161782.049,119.192,2271678.35,2708569.021,0.126,866.778,40.316,37.099,384.776,384.869,9.012,9.012,2.049,2.049,59.73,23215.187,28755.804,-5540.617,-2855.831,68043.553,161525.759,-5.817,,,,,
Tanzania,2022,141879.311,178728.34,125.775,2309409.15,2905686.214,0.127,854.776,37.013,31.656,402.015,404.03,19.079,19.079,3.598,3.598,61.51,25985.653,32679.537,-6693.883,-3432.873,75504.042,178442.516,-9.485,,,,,
Tanzania,2023,149279.299,199167.237,133.215,2359534.328,3144263.286,0.13,873.227,38.222,33.072,417.751,418.987,9.682,9.682,5.451,5.451,63.343,29680.155,36275.137,-6594.982,-2670.806,84707.582,198855.479,-9.478,,,,,
Thailand,2017,10264.119,17150.86,150.963,165666.965,247809.644,0.985,12.845,22.934,32.565,98.915,99.526,6.227,5.84,5.181,5.648,69.21,3237.464,3302.666,-65.202,19.493,6411.109,15245.782,53.583,1.2,,,137.459,
Thailand,2018,10697.428,18167.073,153.119,172119.134,261666.102,0.991,12.722,25.22,30.839,100.362,99.454,8.274,7.64,3.351,3.905,69.428,3483.982,3473.561,10.421,115.388,6822.894,16167.922,34.099,1.1,,,200.291,
Thailand,2019,10921.434,18770.912,154.672,175261.077,269597.913,0.985,12.625,23.815,30.847,100.704,100.848,-5.167,-5.812,-2.954,-3.658,69.626,3551.935,3689.825,-137.891,-32.385,6942.865,16807.808,45.289,1,,,106.548,
Thailand,2020,10250.785,17434.602,152.69,164216.789,249779.475,0.954,12.303,23.739,27.921,98.304,99.43,-13.911,-10.467,-19.681,-5.814,69.8,3264.878,3979.172,-714.293,-618.794,7897.584,15878.094,25.116,1.7,,,-483.668,
Thailand,2021,10408.941,18021.879,155.336,166268.925,257636.328,0.911,11.978,28.627,26.522,101.603,104.026,17.752,17.914,11.095,15.472,69.951,3255.241,4386.433,-1131.192,-984.59,9395.944,15988.545,-12.752,1.9,,,-910.977,
Thailand,2022,10685.219,19348.097,162.603,170353.798,276092.966,0.905,11.717,27.807,24.839,112.549,113.75,4.068,1.992,6.809,1.28,70.078,3457.385,4242.366,-784.981,-611.477,10434.48,17135.203,-17.674,1.3,,,-599.539,
Thailand,2023,10973.706,19694.844,160.461,174692.534,280621.967,0.903,11.153,23.158,22.993,109.569,109.067,3.107,2.129,6.41,-2.718,70.183,3585.986,4102.623,-516.637,-307.227,10992.823,17791.534,-1.009,1.2,,,-168.15,
The Bahamas,2017,14.819,38.102,99.664,68604.456,100966.875,0.011,0.901,28.513,15.024,104.565,105.553,2.292,9.157,4.943,16.812,0.377,17.361,26.476,-9.114,-6.636,61.568,12.109,-15.142,10.1,,,,
The Bahamas,2018,15.572,39.635,100,69873.39,103939.178,0.011,0.883,26.161,16.683,107.67,107.943,-2.789,0.2,23.799,11.945,0.381,18.451,22.199,-3.748,-0.913,70.222,12.447,-10.677,10.35,,,,
The Bahamas,2019,11.815,40.593,103.975,68630.015,105342.663,0.011,0.902,27.652,25.5,110.519,108.934,-3.033,-7.001,6.411,8.625,0.385,21.004,22.903,-1.898,0.945,68.149,13.06,-2.433,10.1,,,,
The Bahamas,2020,-13.901,30.727,101.536,51947.694,78904.174,0.008,0.87,27.825,4.405,108.109,109.913,-22.336,-25.88,-67.03,-35.813,0.389,20.557,28.836,-8.279,-4.869,83.762,11.27,-25.705,26.218,,,,
The Bahamas,2021,28.224,36.768,102.571,60007.731,93230.817,0.009,0.841,26.391,5.276,114.114,117.369,15.57,28.504,90.28,38.66,0.394,20.679,35.139,-14.461,-9.883,110.146,10.17,-23.548,17.646,,,,
The Bahamas,2022,27.223,42.574,100.341,67779.069,106620.581,0.01,0.769,23.099,9.479,123.048,124.915,-2.575,-3.33,32.851,13.626,0.399,23.704,30.221,-6.517,-1.505,99.845,12.37,-15.377,10.814,,,,
The Bahamas,2023,17.713,45.898,103.496,69928.208,113691.236,0.01,0.765,22.743,13.268,125.889,126.901,13.398,8.636,15.636,17.649,0.404,24.075,28.209,-4.133,0.722,95.625,13.566,-10.79,8.79,,,,
The Gambia,2017,59.051,76.229,129.348,26566.835,34432.03,0.004,15.286,20.627,13.222,460.155,471.114,22.663,6,5.969,5.168,2.214,32.792,40.191,-7.399,-0.051,147.988,70.142,-7.516,,,,-8.455,
The Gambia,2018,65.386,87.147,138.34,27661.676,38220.655,0.004,15.965,17.477,7.952,488.108,500.336,8.346,6,26.277,5.168,2.28,27.22,37.574,-10.354,-4.798,150.845,80.446,-9.682,,,,-7.249,
The Gambia,2019,67.991,98.048,146.989,28523.543,41744.169,0.004,16.664,19.509,13.359,522.972,539.51,11.126,5.832,19.783,5.168,2.349,40.427,45.289,-4.862,1.112,158.296,90.794,-6.261,,,,-8.799,
The Gambia,2020,62.725,100.691,150.206,27855.109,41618.714,0.004,16.81,20.175,17.215,552.384,567.63,2.814,5.525,-57.053,-48.611,2.419,44.425,48.632,-4.207,1.939,166.047,93.33,-3.016,,,,-9.938,
The Gambia,2021,70.656,113.639,161.295,28464.437,45600.813,0.004,17.274,22.019,21.963,594.098,612.321,-0.085,5.448,20.379,6.397,2.492,34.378,43.822,-9.443,-3.249,170.786,105.487,-0.058,,,,-7.495,
The Gambia,2022,73.513,131.58,178.644,28988.999,51259.13,0.004,17.88,23.12,17.192,665.793,701.534,20.477,5.261,26.313,-37.968,2.567,38.664,49.345,-10.681,-5.931,184.364,122.564,-6.055,,,,-12.673,
The Gambia,2023,77.974,157.331,203.594,29706.656,59502.785,0.004,19.654,23.979,18.951,782.546,825.856,8.64,5.613,41.317,104.11,2.644,47.539,54.162,-6.622,-1.343,179.008,147.441,-5.148,,,,-14.453,
Timor-Leste,2017,-1.46,7.094,99.858,4457.251,5748.654,0.003,0.409,35.367,,98.231,98.914,,,,,1.234,53.982,88.062,-34.08,-34.007,6.766,1.596,-18.052,,,,,
Timor-Leste,2018,0.897,7.096,98.546,4360.506,5665.009,0.003,0.394,35.718,,102.244,102.536,,,,,1.253,59.248,86.436,-27.188,-27.052,9.41,1.564,-12.416,,,,,
Timor-Leste,2019,3.701,8.702,103.96,5307.226,7116.624,0.004,0.407,26.813,,101.734,100.999,,,,,1.271,44.189,70.195,-26.006,-25.835,9.718,2.029,6.687,,,,,
Timor-Leste,2020,-6.796,10.402,106.149,6899.856,8516.252,0.005,0.324,17.306,,101.821,103.092,,,,,1.29,43.051,62.395,-19.345,-19.264,10.329,2.158,-14.579,,,,,
Timor-Leste,2021,4.381,12.515,102.005,7151.39,11125.963,0.005,0.494,14.438,,108.933,112.599,,,,,1.31,26.26,46.436,-20.176,-20.05,6.771,3.621,1.339,,,,,
Timor-Leste,2022,5.488,16.044,109.151,8433.342,14429.349,0.006,0.521,51.488,,119.53,121.597,,,,,1.332,20.668,41.526,-20.858,-20.756,5.863,4.904,5.254,,,,,
Timor-Leste,2023,3.112,8.976,117.337,4314.363,6741.756,0.003,0.4,18.543,,125.277,127.582,,,,,1.351,49.148,86.55,-37.403,-37.123,16.739,2.023,-43.761,,,,,
Togo,2017,3746.013,3730.758,99.115,478489.085,475086.624,0.013,239.722,16.836,15.456,102.226,101.173,5.07,4.67,1.456,-0.191,7.853,611.846,619.772,-7.926,41.991,2158.902,3708.901,-1.61,,,,,
Togo,2018,3926.236,3928.049,99.566,489351.519,488157.773,0.013,235.157,19.136,15.186,104.32,105.868,4.989,4.528,1.444,-1.526,8.047,729.002,752.651,-23.649,48.505,2309.595,3904.413,-2.815,,,,,
Togo,2019,4119.41,4121.799,99.577,501207.284,500030.591,0.013,231.04,18.602,16.979,104.789,103.209,1.767,2.797,1.311,3.212,8.243,765.146,695.226,69.921,157.878,2268.827,4097.073,-0.848,,,,,
Togo,2020,4197.76,4278.911,101.368,499033.695,506824.975,0.014,232.166,21.355,21.075,107.839,110.737,8.426,10.404,7.578,18.851,8.443,724.608,1031.394,-306.785,-204.343,2689.924,4253.191,-0.302,,,,,
Togo,2021,4453.16,4650.105,103.92,516434.74,537777.6,0.014,227.778,19.891,19.008,115.378,119.957,5.1,5.101,0.844,-0.87,8.647,808.961,1028.664,-219.703,-117.741,3047.73,4621.478,-0.957,,,,,
Togo,2022,4711.389,5100.06,107.722,533531.247,575877.63,0.014,220.656,23.547,20.387,126.886,130.297,9.069,9.263,4.279,5.213,8.856,912.144,1342.959,-430.816,-303.543,3424.599,5068.944,-3.417,,,,,
Togo,2023,4965.079,5525.619,110.721,549054.605,609187.524,0.014,218.754,27.355,24.293,130.282,128.484,4.993,5.817,4.621,5.195,9.07,975.498,1343.302,-367.804,-230.611,3757.15,5491.405,-3.341,,,,,
Trinidad and Tobago,2017,160.262,220.628,96.316,146856.162,159406.358,0.031,4.162,,27.734,124.076,122.891,-9.079,-14.84,5.285,6.319,1.384,53.726,81.137,-27.41,-20.168,105.132,157.931,7.418,,-22.107,,,
Trinidad and Tobago,2018,163.467,225.095,98.894,145364.241,161957.263,0.03,4.173,,23.653,124.456,123.842,-9.632,-3.257,0.377,2.793,1.39,63.657,79.084,-15.427,-7.721,108.617,161.436,8.411,,-24.985,,,
Trinidad and Tobago,2019,165.022,219.29,94.992,145353.103,157200.663,0.029,3.938,,23.606,125.673,123.639,-14.336,-10.298,-17.081,-18.277,1.395,71.024,80.708,-9.683,-1.483,119.772,157.875,5.425,,-3.693,,,
Trinidad and Tobago,2020,140.636,193.175,91.1,131731.101,138031.936,0.027,3.728,,15.73,126.018,125.12,-10.172,-12.313,-26.43,-25.149,1.399,57.778,87.151,-29.373,-20.756,150.426,141.395,-8.07,,22.887,,,
Trinidad and Tobago,2021,147.124,223.437,109.127,129684.036,158822.182,0.026,4.274,,22.386,130.065,132.074,1.228,0.938,37.525,41.651,1.407,59.77,81.539,-21.769,-13.68,157.193,155.36,13.961,,31.782,,,
Trinidad and Tobago,2022,151.839,274.118,135.002,130929.791,193846.037,0.025,4.941,,22.226,141.288,148.579,11.479,6.076,30.44,28.928,1.414,81.323,80.358,0.965,8.016,149.136,192.66,23.29,,19.295,,,
Trinidad and Tobago,2023,156.633,259.897,122.207,133539.285,182868.608,0.025,4.314,,23.409,148.212,148.217,-3.332,-3.858,-24.201,-26.371,1.421,82.388,88.037,-5.648,2.517,153.433,192.01,7.323,,20.745,,,
Tunisia,2017,95.076,272.628,109.882,19188.705,23640.711,0.105,0.794,21.295,11.619,114.44,118.708,3.422,3.368,3.209,3.209,11.532,46.699,58.028,-11.327,-6.854,135.547,102.012,-13.756,15.513,,,-11.954,
Tunisia,2018,97.9,290.662,118.589,19477.793,24929.865,0.104,0.837,22.964,12.554,124.414,128.481,0.954,1.004,3.473,3.473,11.659,52.009,61.095,-9.084,-3.802,155.284,112.985,-14.853,15.53,,,-10.07,
Tunisia,2019,98.376,304.467,127.051,19578.883,25839.193,0.103,0.881,19.558,11.746,131.699,134.42,-8.566,-8.565,-5.056,-5.056,11.783,57.814,65.847,-8.034,-2.247,150.051,122.969,-11.086,14.889,,,-9.123,
Tunisia,2020,79.435,291.118,135.557,17672.512,24457.265,0.097,0.928,12.312,6.42,137.655,139.488,-15.005,-15.042,-10.958,-10.958,11.903,55.892,75.763,-19.871,-13.014,170.488,119.633,-8.398,17.4,,,-16.333,
