Country,Attribute,"Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices",Gross domestic product based on purchasing-power-parity (PPP) share of world total,Implied PPP conversion rate,Total investment,Gross national savings,"Inflation, average consumer prices","Inflation, end of period consumer prices",Volume of imports of goods and services,Volume of Imports of goods,Volume of exports of goods and services,Volume of exports of goods,Population,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government gross debt,"Gross domestic product corresponding to fiscal year, current prices",Current account balance,Unemployment rate,General government net debt,Employment,General government structural balance,Output gap in percent of potential GDP
Egypt,2019,6881.448,7210.852,81.386,82773.631,73505.125,0.955,4.315,20.054,16.627,113.867,111.281,3.019,2.223,9.451,6.411,98.1,1099.454,1532.085,-432.63,73.359,4562.044,5596,-14.321,8.612,4251.687,,-418.37,
Egypt,2020,7125.173,7895.959,86.394,83600.919,78488.659,1.02,4.521,15.995,13.076,111.392,113.416,0.133,-1.714,-4.171,3.728,100.6,1139.647,1606.63,-466.984,74.28,5391.146,6152.6,-14.086,8.296,5042.478,,-413.773,
Egypt,2021,7356.553,8554.624,90.614,85052.68,83786.721,0.991,4.538,15.172,10.816,114.948,117.888,-3.427,-1.293,-10.459,5.241,102.1,1257.118,1727.512,-470.394,72.409,6080.203,6663.1,-22.791,7.292,5763.663,,-480.986,
Egypt,2022,7849.153,9993.324,100,89397.676,96460.658,1.023,4.68,17.019,13.536,128.336,141.012,6.187,2.241,30.124,20.481,103.6,1502.9,1961.868,-458.968,34.053,7031.776,7842.5,-20.034,7.323,6660.035,,-476.315,
Egypt,2023,8172.654,12481.165,125.768,91287.998,118112.321,1.035,5.678,16.046,14.337,171.533,209.265,-15.679,-16.663,2.9,-4.525,105.672,1882.346,2361.547,-479.2,241.086,9614.443,10273.343,-8.521,7.055,9128.931,,-477.831,
El Salvador,2017,26.516,103.964,102.99,12488.166,16589.891,0.044,0.463,16.677,14.817,112.164,113.845,-0.761,-0.442,3.358,6.013,6.267,31.539,34.698,-3.16,0.842,88.143,24.979,-2.325,7.05,,,-3.141,
El Salvador,2018,27.264,108.685,104.747,12771.069,17316.747,0.044,0.459,18.372,15.07,113.447,112.738,4.285,1.585,1.181,-1.651,6.276,30.947,34.357,-3.41,1.133,88.661,26.021,-4.161,6.35,,,-3.358,
El Salvador,2019,27.908,112.837,105.617,13076.556,17967.188,0.043,0.455,18.345,17.923,112.517,112.281,0.923,3.559,8.159,1.418,6.28,30.626,34.522,-3.895,0.783,90.504,26.881,-0.535,6.34,,,-3.816,
El Salvador,2020,15.568,104.991,106.328,12022.405,16684.642,0.041,0.452,17.1,18.716,111.657,112.12,-12.273,-10.618,-24.416,-17.392,6.293,30.617,40.832,-10.216,-4.796,110.045,24.93,2.02,6.9,,,-4.852,
El Salvador,2021,37.245,122.949,112.982,13320.759,19471.922,0.043,0.46,20.603,16.284,119.38,125.174,28.626,25.249,29.376,22.325,6.314,33.382,40.441,-7.059,-1.328,104.13,29.451,-5.591,6.3,,,-6.088,
El Salvador,2022,29.345,135.294,121.476,13619.247,21351.728,0.043,0.462,19.965,13.36,131.449,135.086,0.97,-1.031,9.745,-2.438,6.336,34.142,37.374,-3.231,2.851,99.437,32.489,-8.752,5,,,-3.992,
El Salvador,2023,29.533,145.183,129.288,13870.106,22832.264,0.043,0.474,20.315,15.771,134.175,134.831,1.486,1.246,-0.325,-3.736,6.359,31.956,37.322,-5.366,-0.572,98.75,35.339,-6.151,5.5,,,-5.538,
Equatorial Guinea,2017,5734.739,7125.203,123.415,4550695.658,5620624.146,0.023,248.934,14.032,6.217,135.706,132.267,8.33,-6.458,-16.271,-18.332,1.268,1255.827,1441.91,-186.082,-155.695,2603.329,7084.543,-8.767,,2205.419,,,
Equatorial Guinea,2018,5376.167,7315.112,135.157,4116837.816,5567505.602,0.021,266.217,12.501,9.775,138.122,138.513,6.197,16.046,-6.708,-1.96,1.314,1466.392,1427.255,39.137,87.372,3038.915,7274.689,-3.083,,2258.054,,,
Equatorial Guinea,2019,5081.868,6696.026,130.881,3758956.541,4923172.601,0.019,253.253,10.892,3.351,139.722,146.077,-11.239,-22.889,-20.147,-19.094,1.36,1258.606,1135.363,123.243,181.498,2918.902,6658.371,-8.398,,2151.677,,,
Equatorial Guinea,2020,4839.005,5729.995,117.568,3461477.943,4074576.421,0.019,224.561,4.662,3.872,149.844,140.23,-10.829,-6.577,23.432,18.67,1.406,834.128,936.755,-102.627,-25.07,2861.764,5694.742,-0.868,,2224.653,,,
Equatorial Guinea,2021,4825.139,6842.423,140.995,3339029.635,4711276.83,0.018,257.732,4.765,10.215,144.848,147.794,55.021,69.89,15.157,16.528,1.452,1056.299,873.975,182.325,253.535,2907.077,6803.755,6.119,,1993.481,,,
Equatorial Guinea,2022,4985.39,7380.952,147.327,3341712.381,4926260.404,0.018,251.675,13.635,23.274,156.868,157.215,-40.07,-43.808,-14.991,-13.685,1.498,2290.639,1279.589,1011.051,1099.344,2575.377,7340.02,10.773,,987.219,,,
Equatorial Guinea,2023,4665.965,6090.165,129.528,3040629.867,3943888.369,0.016,213.421,15.232,12.659,157.969,156.45,-34.25,-40.229,-5.574,-8.76,1.544,1561.718,1327.593,234.126,320.219,2358.885,6051.768,-2.831,,1087.578,,,
Eritrea,2017,19.078,35.853,98.658,10061.504,10505.004,0.004,5.47,8.657,33.413,275.722,243.336,-3.285,-10.758,68.592,74.868,3.413,47.305,54.687,-7.383,-4.667,373.733,28.702,25.227,,,,,
Eritrea,2018,45.916,38.315,91.945,11240.994,11096.064,0.005,4.978,2.927,18.442,233.004,155.663,11.736,14.754,24.424,25.107,3.453,41.13,34.326,6.803,8.675,347.848,30.235,15.825,,,,,
Eritrea,2019,37.981,38.278,87.498,11525.326,10946.011,0.005,4.654,5.006,17.993,251.922,200.897,3.701,5.365,29.801,29.801,3.497,44.123,40.594,3.529,5.817,338.189,29.876,13.245,,,,,
Eritrea,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Eritrea,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Eritrea,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Eritrea,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Estonia,2017,28.307,95.412,105.856,50993.876,72425.328,0.036,0.534,26.463,28.727,108.131,108.91,3.991,4.997,4.832,3.246,1.317,47.317,48.587,-1.271,-1.309,11.296,23.834,2.873,5.763,-2.251,0.659,0,1.22
Estonia,2018,27.151,104.039,110.977,52739.741,78699.442,0.037,0.546,28.03,28.905,111.457,111.959,5.928,5.029,2.899,0.844,1.322,48.028,49.455,-1.427,-1.458,10.331,25.932,1.144,5.371,-2.238,0.665,-1.716,1.079
Estonia,2019,28.344,109.513,114.979,54663.603,82533.404,0.037,0.556,26.541,28.894,112.764,112.385,3.735,2.939,5.031,4.633,1.327,50.216,50.062,0.154,0.129,10.864,27.951,3.089,4.448,-2.789,0.671,-0.604,2.011
Estonia,2020,23.11,109.168,113.936,54029.026,82110.868,0.038,0.544,29.699,28.706,109.161,108.743,1.301,-1.905,-5.454,1.657,1.33,50.272,57.25,-6.977,-6.974,23.666,27.43,-1.304,6.806,3.804,0.657,-6.59,-2.493
Estonia,2021,33.069,124.577,120.715,57884.393,93601.175,0.038,0.551,31.046,29.226,119.209,134.842,23.235,18.97,22.128,12.043,1.331,51.67,54.879,-3.208,-3.233,23.289,31.169,-2.492,6.177,5.899,0.654,-5.052,1.281
Estonia,2022,25.24,134.161,140.115,56852.562,99464.191,0.037,0.598,30.713,27.818,156.479,161.799,3.2,4.913,3.008,-0.534,1.349,52.619,53.886,-1.268,-1.234,25.145,36.011,-3.994,5.571,5.432,0.681,-1.016,-1.019
Estonia,2023,22.849,141.203,152.905,55579.894,104716.558,0.035,0.63,28.229,30.072,160.7,157.082,-7.673,-7.004,-3.437,-11.423,1.348,53.224,58.603,-5.377,-5.01,29.897,38.407,2.613,6.663,11.089,0.704,-3.564,-4.107
Eswatini,2017,42.787,72.553,143.986,45934.842,66365.483,0.008,6.206,12.831,19.076,318.593,319.185,7.272,1.308,3.965,1.436,1.093,45.015,55.935,-10.92,-9.065,44.056,59.459,6.52,,33.191,,,
Eswatini,2018,44.095,76.347,148.034,46561.957,69151.882,0.008,6.23,13.25,14.595,332.228,336.115,4.602,10.638,-2.808,0.769,1.104,40.752,56.257,-15.506,-13.37,55.05,62.567,1.408,,45.748,,,
Eswatini,2019,45.558,79.825,151.596,47352.002,71592.367,0.008,6.268,13.57,17.459,338.517,339.525,1.526,1.526,16.283,16.283,1.115,45.116,56.158,-11.042,-7.637,65.246,65.121,4.065,,55.669,,,
Eswatini,2020,40.626,79.908,155.476,46119.996,70908.746,0.008,6.345,12.264,19.328,352.797,357.599,-1.334,-1.334,-2.401,-2.401,1.127,48.199,55.77,-7.571,-3.963,68.748,66.722,7.345,,52.349,,,
Eswatini,2021,53.394,86.519,154.078,49229.026,75961.286,0.008,6.018,14.073,16.752,365.62,368.656,14.368,14.368,9.936,9.936,1.139,42.836,50.679,-7.843,-4.668,70.251,72.379,2.806,,58.819,,,
Eswatini,2022,50.696,96.897,167.924,50443.16,84172.447,0.008,6.129,16.37,15.63,384.083,391.207,-12.727,-12.727,2.818,2.818,1.151,42.041,50.174,-8.133,-4.219,75.925,80.684,-0.776,,65.178,,,
Eswatini,2023,51.639,103.739,175.587,51437.854,89162.562,0.008,6.182,17.167,23.422,405.484,412.963,5.745,5.745,9.834,9.834,1.163,56.232,56.875,-0.643,2.706,79.196,86.866,6.546,,72.099,,,
Ethiopia,2017,1607.587,2124.721,114.737,19405.467,22748.615,0.176,8.521,38.444,30.256,121.374,133.008,-3.688,-4.603,3.965,-2.122,93.4,284.957,347.645,-62.687,-53.989,1067.114,1832.786,-14.956,,991.002,,,
Ethiopia,2018,1728.121,2517.56,127.883,20440.626,26361.876,0.183,9.274,34.163,32.33,139.832,139.412,-4.687,-8.18,14.879,-0.499,95.5,300.632,370.304,-69.672,-57.576,1342.952,2200.121,-11.758,,1258.99,,,
Ethiopia,2019,1884.93,3046.669,143.438,21808.302,31215.874,0.194,10.219,35.264,29.913,161.728,173.487,-8.81,-3.197,8.618,-5.735,97.6,357.756,428.458,-70.701,-56.673,1556.764,2690.751,-10.262,,1444.224,,,
Ethiopia,2020,1995.576,3753.864,169.606,22642.096,37651.591,0.212,11.928,30.752,26.582,195.972,200.117,-4.622,-3.48,-8.058,2.23,99.7,406.671,502.712,-96.041,-82.161,1872.666,3374.349,-9.044,,1747.057,,,
Ethiopia,2021,2120.428,4754.788,205.348,23541.169,46661.316,0.212,13.82,28.023,25.168,249.467,280.884,-1.324,-0.737,3.148,12.58,101.9,489.919,612.805,-122.886,-98.332,2388.941,4341.387,-6.361,,2241.249,,,
Ethiopia,2022,2254.93,6635.413,273.842,24512.905,63751.783,0.218,17.224,25.34,21.293,332.181,362.693,7.467,8.986,10.969,2.486,104.082,534.274,794.485,-260.212,-221.074,2904.159,6157.538,-9.464,,2749.197,,,
Ethiopia,2023,2392.047,9048.88,356.245,25600.802,85570.784,0.225,21.612,21.042,18.732,414.259,434.072,-6.055,-10.135,6.953,-10.053,105.747,664.235,899.392,-235.157,-180.305,3260.452,8499.779,-6.119,,3106.173,,,
Fiji,2017,15.692,28.202,107.018,25000.926,31870.842,0.01,0.939,19.551,,119.756,119.739,,,,,0.885,28.818,31.138,-2.319,0.511,48.099,10.758,-7.004,4.5,47.618,,,
Fiji,2018,14.545,29.759,108.544,25810.887,33444.85,0.01,0.93,20.358,,125.24,127.435,,,,,0.89,31.307,36.183,-4.875,-2.047,50.988,11.407,-8.935,4.5,50.478,,,
Fiji,2019,10.09,29.884,110.223,25519.51,33400.163,0.009,0.928,19.95,,125.08,120.643,,,,,0.895,29.916,33.953,-4.036,-0.957,54.689,11.716,-13.528,4.5,54.142,,,
Fiji,2020,-8.187,24.7,108.589,21054.24,27454.162,0.008,0.902,19.1,,117.512,115.276,,,,,0.9,26.025,34.934,-8.909,-5.28,70.311,10.509,-14.32,13.351,69.608,,,
Fiji,2021,3.54,23.809,105.86,19916.11,26317.558,0.007,0.842,20.222,,120.45,124.612,,,,,0.905,22.594,37.508,-14.914,-10.612,90.916,9.205,-16.603,9,90.007,,,
Fiji,2022,30.122,29.543,108.477,23770.765,32475.286,0.008,0.806,20.012,,129.811,128.445,,,,,0.91,23.522,36.866,-13.344,-9.311,100.25,10.109,-18.207,6.5,99.248,,,
Fiji,2023,18.319,32.973,113.353,25402.899,36046.081,0.009,0.812,20.075,,132.256,135.509,,,,,0.915,25.082,32.236,-7.154,-2.834,93.412,11.749,-11.526,5.5,92.478,,,
Finland,2017,227.458,743.934,100.907,88372.718,135179.707,0.214,0.863,23.977,23.174,102.071,102.095,4.314,5.21,8.822,8.8,5.503,172.87,175.004,-2.134,-1.289,215.5,226.301,-2.855,8.825,71.198,2.438,-3.055,0.315
Finland,2018,227.962,780.73,102.927,89220.503,141612.832,0.209,0.86,25.237,23.392,103.584,104.249,5.732,3.843,1.503,0.815,5.513,175.154,178.003,-2.85,-2.301,216.227,233.462,-6.934,7.425,81.594,2.507,-3.482,0.385
Finland,2019,230.823,788.089,104.468,90234.454,142823.53,0.206,0.858,24.063,23.763,104.716,105.237,2.364,0.03,6.675,3.936,5.518,178.051,181.274,-3.223,-2.703,220.49,239.858,-1.105,6.725,91.722,2.533,-4.437,0.479
Finland,2020,221.837,786.37,106.176,87991.881,142321.901,0.207,0.86,24.493,25.023,104.359,104.492,-6.157,-3.473,-7.764,-4.527,5.525,174.451,193.31,-18.859,-18.471,252.644,238.038,1.97,7.767,112.367,2.494,-11.804,-2.849
Finland,2021,234.468,846.144,108.483,90641.418,152904.978,0.201,0.841,24.039,24.453,108.19,110.764,6.031,6.765,5.816,5.177,5.534,185.839,195.673,-9.834,-9.958,254.46,250.92,1.644,7.617,120.359,2.553,-8.504,-0.703
Finland,2022,236.615,876.043,114.314,91856.258,157895.561,0.198,0.828,26.271,22.627,120.897,125.939,8.561,5.361,3.413,2.26,5.548,192.424,195.558,-3.134,-3.347,267.253,268.65,-13.958,6.767,121.234,2.618,-4.46,-0.101
Finland,2023,234.578,922.33,119.673,90756.498,164459.965,0.192,0.837,24.615,22.898,123.284,126.81,-3.852,-7,-0.042,0.5,5.608,197.735,207.687,-9.952,-9.972,280.457,280.881,-6.965,7.3,129.754,2.636,-6.552,-1.28
France,2017,2252.784,7888.774,102.085,81183.349,122043.322,2.447,0.766,23.436,22.67,102.638,103.498,4.851,6,4.63,5.349,64.639,1283.604,1354.524,-70.92,-31.754,2352.431,2297.242,-20.655,9.408,2142.577,27.045,-46.068,-1.547
France,2018,2293.06,8280.699,103.145,82398.318,127701.768,2.406,0.756,23.857,23.026,105.7,106.127,2.946,2.309,4.516,3.986,64.844,1314.312,1370.696,-56.384,-16.75,2408.683,2363.306,-24.043,9.017,2198.239,27.174,-38.213,-0.824
France,2019,2336.409,8408.116,104.417,83628.75,129163.35,2.386,0.752,24.365,24.877,106.242,107.59,2.471,2.32,1.641,1.799,65.097,1326.857,1404.627,-77.77,-43.318,2472.326,2437.635,14.503,8.425,2255.481,27.389,-53.514,0
France,2020,2147.502,7994.498,107.547,77000.545,122485.08,2.272,0.765,24.086,22.468,106.024,105.392,-12.649,-10.945,-17.072,-15.325,65.269,1266.042,1483.262,-217.22,-188.845,2772.05,2317.832,-44.419,8.025,2447.737,27.415,-147.71,-4.727
France,2021,2298.829,8827.393,109.039,81678.528,134871.851,2.274,0.742,24.875,25.236,109.743,112.505,9.142,8.78,10.669,9.184,65.45,1368.232,1536.795,-168.563,-135.058,2936.663,2499.674,11.03,7.858,2610.205,27.912,-135.839,-1.935
France,2022,2352.804,9114.387,112.242,83487.912,138839.703,2.256,0.714,26.278,24.236,119.938,123.728,8.801,6.19,7.364,2.894,65.647,1465.655,1597.257,-131.603,-82.912,3061.1,2638.008,-58.812,7.317,2775.261,28.29,-115.576,-0.894
France,2023,2373.586,9719.213,118.079,84045.055,147636.908,2.213,0.724,25.624,24.394,126.093,125.492,2.867,1.9,4.448,4.341,65.832,1506.584,1647.551,-140.967,-94.43,3192.627,2801.578,-38.736,7.356,2889.71,28.29,-125.722,-0.833
Gabon,2017,5485.159,8714.979,158.059,2723873.518,4303826.493,0.025,279.766,31.274,22.621,131.386,130.169,6.159,6.159,-8.236,-8.236,2.025,1439.397,1588.406,-149.008,72.525,5514.476,8669.068,-9.943,,,,,
Gabon,2018,5535.437,9392.747,168.829,2711328.966,4575594.12,0.025,291.812,28.376,23.514,139.661,143.438,-0.189,-0.189,-2.101,-2.101,2.053,1597.734,1617.755,-20.021,207.43,5768.049,9343.897,-5.63,,,,,
Gabon,2019,5749.961,9907.349,171.536,2777584.518,4762137.615,0.025,291.266,31.588,26.577,139.633,139.607,7.277,7.277,6.728,6.728,2.08,1950.927,1738.502,212.424,439.602,5970.223,9856.684,-5.8,,,,,
Gabon,2020,5640.03,8863.84,156.24,2691822.41,4205333.527,0.025,261.877,30.402,23.505,141.657,142.291,-0.727,-0.727,18.871,18.871,2.108,1570.565,1766.15,-195.585,104.717,6979.721,8814.843,-7.956,,,,,
Gabon,2021,5726.135,11267.377,195.845,2696883.168,5278225.822,0.024,314.148,31.777,27.271,142.539,144.77,-11.338,-11.338,-10.504,-10.504,2.135,1667.464,1877.051,-209.587,101.681,7444.73,11211.46,-5.416,,,,,
Gabon,2022,5901.561,13204.229,222.831,2744676.975,6109620.313,0.024,334.037,30.987,32.585,151.725,156.181,8.679,8.679,-12.585,-12.585,2.161,2396.878,2146.28,250.598,583.941,7639.828,13143.764,1.936,,,,,
Gabon,2023,6064.19,11705.033,192.097,2786737.103,5351147.81,0.024,277.749,32.822,31.996,156.988,158.285,0.704,0.704,8.086,8.086,2.187,2184.642,2232.148,-47.508,318.813,7620.659,11643.792,-0.986,,,,,
Georgia,2017,41.456,107.667,111.333,23420.744,28892.789,0.041,0.805,27.29,19.235,130.216,133.761,8.071,7.19,11.629,10.664,3.726,38.2,38.844,-0.645,1.018,55.525,40.762,-9.363,21.6,,,-3.751,
Georgia,2018,43.229,116.591,116.188,24533.851,31261.137,0.042,0.82,28.123,21.349,130.044,130.484,10.23,8.421,10.233,16.513,3.73,38.131,39.312,-1.181,0.506,56.229,44.599,-7.966,19.2,,,-2.762,
Georgia,2019,45.28,124.857,122.221,25798.409,33532.082,0.043,0.847,25.299,19.437,138.466,144.99,6.747,4.309,9.998,15.63,3.724,40.455,43.204,-2.749,-0.899,60.349,49.253,-6.887,17.6,,,-2.615,
Georgia,2020,30.814,120.018,131.12,24097.049,32289.612,0.041,0.897,23.857,11.357,145.766,143.716,-17.073,-11.053,-36.494,-13.966,3.717,37.635,51.449,-13.814,-11.483,89.844,49.267,-14.48,18.5,,,-6.978,
Georgia,2021,51.972,142.003,144.565,26535.414,38084.966,0.043,0.947,18.972,8.569,163.579,174.949,11,10.715,24.586,11.844,3.729,40.833,50.503,-9.671,-7.538,79.496,60.003,-12.339,20.6,,,-3.735,
Georgia,2022,55.811,171.03,157.005,29534.632,46367.123,0.046,0.961,20.706,16.729,184.234,186.711,14.743,11.891,40.209,16.545,3.689,46.15,50.614,-4.465,-2.643,68.31,71.754,-4.957,17.3,,,-0.494,
Georgia,2023,54.725,190.815,161.919,31461.854,51893.116,0.047,0.956,21.313,15.246,178.948,179.079,13.803,12,14.223,6,3.677,48.869,54.2,-5.331,-2.734,70.702,78.582,-7.887,18.4,,,0.188,
Germany,2017,3179.26,11368.435,102.851,91804.783,137537.47,3.602,0.741,20.962,28.797,103.769,104.479,5.725,5.442,5.559,5.835,82.657,1532.436,1487.448,44.988,73.094,2195.729,3267.16,296.889,3.567,1532.914,40.936,38.499,0.972
Germany,2018,3208.814,11903.936,104.914,92430.042,143584.393,3.513,0.738,21.92,29.871,105.977,106.646,4.12,4.771,2.4,1.96,82.906,1603.495,1535.922,67.573,92.603,2145.272,3365.45,324.129,3.208,1483.505,41.207,55.999,0.79
Germany,2019,3243.241,12057.499,107.154,93208.709,145108.484,3.456,0.74,21.87,30.04,106.804,108.318,3.376,2.711,2.297,1.092,83.093,1662.991,1608.441,54.55,75.348,2128.359,3474.11,325.967,2.975,1454.067,41.597,47.106,0.357
Germany,2020,3114.191,11861.302,109.163,89566.24,142630.582,3.427,0.744,21.969,29.027,106.213,105.437,-8.901,-5.726,-10.032,-9.404,83.161,1616.007,1768.045,-152.037,-136.157,2408.68,3403.73,281.238,3.625,1616.097,41.201,-104.537,-3.136
Germany,2021,3219.989,12828.577,112.454,92365.432,154197.04,3.327,0.734,23.217,30.921,112.454,118.049,8.761,7.679,9.488,9.624,83.196,1760.212,1893.54,-133.328,-116.726,2563.547,3617.45,337.539,3.575,1752.951,41.371,-113.124,-1.07
Germany,2022,3276.664,13332.778,118.381,93356.43,159106.159,3.278,0.722,25.029,29.208,127.374,133.004,6.771,3.763,3.451,2.116,83.798,1868.211,1967.62,-99.41,-77.37,2629.194,3876.81,174.943,3.067,1820.057,42.428,-83.797,0.561
Germany,2023,3256.806,14038.172,124.959,92787.249,167398.096,3.168,0.735,23.805,29.801,132.54,132.394,0.175,-2.404,0.939,0.564,83.861,1936.293,2056.887,-120.594,-88.502,2746.644,4070.342,271.619,3.264,1938.474,42.586,-102.7,-0.85
Ghana,2017,154.275,472.166,179.819,10198.07,16315.541,0.122,1.764,19.566,16.246,211.695,218.973,8.03,-2.54,31.575,31.575,28.94,49.398,63.788,-14.389,4.347,206.737,262.798,-5.318,,188.192,,,
Ghana,2018,161.407,537.87,198.823,10605.04,18199.265,0.125,1.905,21.709,18.698,228.768,236.101,8.122,4.23,1.241,1.241,29.555,57.627,85.375,-27.748,-5.52,253.227,308.587,-5.08,,248.05,,,
Ghana,2019,171.816,600.56,215.685,11065.409,19907.024,0.129,2.03,18.647,15.92,241.715,252.023,10.527,2.127,5.122,5.122,30.168,68.351,102.68,-34.328,-9.015,266.366,356.544,-3.758,,266.366,,,
Ghana,2020,166.671,640.819,235.886,10901.703,20820.25,0.134,2.191,18.224,15.177,267.643,280.318,-7.325,-1.232,-6.37,-6.37,30.779,69.206,155.015,-85.809,-54.934,355.857,391.941,-4.308,,355.857,,,
Ghana,2021,179.668,737.687,264.442,11230.514,23497.539,0.133,2.351,17.037,13.842,293.447,316.523,13.477,9.619,-10.303,-10.303,31.394,85.279,152.848,-67.57,-26.786,444.632,461.695,-4.867,,444.632,,,
Ghana,2022,183.044,899.083,339.077,11328.009,28024.593,0.132,2.817,16.24,14.157,405.772,522.413,8.861,4.08,4.666,4.666,32.082,112.49,192.159,-79.67,-26.495,656.085,610.222,-3.617,,656.085,,,
Ghana,2023,183.213,1158.982,469.733,11173.807,35225.308,0.13,3.764,16.476,14.012,573.789,646.311,-2.89,-1.863,-6.894,-6.894,32.902,150.196,194.101,-43.906,-4.983,811.024,855.165,-4.404,,811.024,,,
Greece,2017,178.519,683.765,99.705,44995.066,63498.631,0.251,0.576,12.022,9.448,121.06,118.743,5.927,5.672,8.123,5.803,10.768,136.793,134.287,2.506,11.218,507.303,176.903,-7.718,21.45,,3.753,18.182,-11.143
Greece,2018,182.055,711.423,99.541,45860.877,66233.303,0.246,0.562,13.15,9.573,121.625,119.152,7.262,7.078,9.064,9.734,10.741,137.836,135.574,2.262,11.725,533.045,179.558,-11.166,19.3,,3.828,14.17,-8.445
Greece,2019,185.67,720.216,99.763,46797.228,67155.547,0.244,0.553,12.436,10.203,121.993,120.815,0.913,-0.195,3.329,-0.034,10.725,136.099,136.198,-0.099,8.405,525.71,183.351,-6.817,17.325,,3.911,8.275,-6.078
Greece,2020,158.234,659.849,98.905,42607.571,61561.261,0.229,0.541,14.961,7.63,118.681,114.513,-1.922,2.496,-22.873,0.196,10.719,131.554,159.385,-27.831,-19.889,563.805,165.406,-21.171,16.325,,3.875,-7.462,-13.833
Greece,2021,189.777,743.029,100.183,46374.036,69580.932,0.234,0.525,18.147,11.051,121.206,126.358,11.445,7.43,23.06,13.369,10.679,140.942,162.53,-21.588,-14.574,565.44,181.675,-22.354,14.775,,3.928,-12.483,-6.255
Greece,2022,197.981,819.782,108.311,50144.122,78374.673,0.24,0.53,21.412,11.288,141.15,138.806,2.994,2.97,9.175,6.178,10.46,154.6,161.707,-7.107,0.296,548.638,208.03,-32.321,12.425,,4.141,-5.513,-1.064
Greece,2023,199.259,882.069,113.17,51378.889,84329.602,0.239,0.534,20.836,13.902,141.397,137.97,0.969,0.895,3.325,2.212,10.46,152.608,157.908,-5.3,3.292,542.071,222.715,-23.738,10.826,,4.298,-5.798,0.337
Grenada,2017,6.809,5.963,128.263,37589.778,53782.983,0.001,1.69,20.94,9.385,111.279,110.988,14.258,14.258,4.369,-10.172,0.111,26.382,23.276,3.106,5.852,72.543,3.039,-11.685,,,,1.978,
Grenada,2018,6.834,6.239,127.36,39026.838,55969.482,0.001,1.639,24.285,11.38,112.062,113.412,5.262,5.262,1.253,24.513,0.111,27.808,23.074,4.734,6.805,66.031,3.15,-13.056,,,,3.23,
Grenada,2019,3.167,6.458,131.598,39096.865,57670.688,0.001,1.664,24.545,14.398,112.522,112.163,3.084,3.084,0.645,1.189,0.112,27.484,22.352,5.133,7.044,60.467,3.276,-10.27,,,,4.007,
Grenada,2020,-11.61,5.581,131.203,33563.527,49602.37,0.001,1.637,31.6,15.174,110.351,110.387,-11.851,-11.851,-62.974,-31.579,0.113,28.93,33.603,-4.673,-2.632,73.423,2.817,-16.597,,,,-1.973,
Grenada,2021,6.937,6.037,134.862,34953.36,53368.079,0.001,1.611,28.335,15.314,113.669,115.24,-7.466,-7.466,-27.35,14.438,0.113,32.528,32.192,0.336,2.177,72.011,3.032,-13.167,,,,2.519,
Grenada,2022,8.745,6.64,137.3,36990.056,58413.855,0.001,1.532,31.348,14.306,117.935,119.519,9.203,9.203,198.188,21.732,0.114,34.245,33.278,0.968,2.657,65.661,3.282,-17.248,,,,2.224,
Grenada,2023,6.353,7.14,142.035,38238.097,62511.997,0.001,1.529,29.939,15.155,123.172,124.001,18.931,18.931,16.488,4.556,0.114,35.88,33.869,2.012,3.733,62.349,3.527,-14.977,,,,2.869,
Guatemala,2017,482.201,732.014,109.89,36240.293,43276.129,0.109,3.933,13.596,14.793,134.783,139.707,2.825,2.825,1.49,1.49,16.915,71.38,80.053,-8.672,0.851,157.208,526.507,2.054,,,,-8.761,
Guatemala,2018,498.851,766.472,111.288,36751.704,44438.685,0.109,3.889,13.79,14.676,139,139.443,3.927,3.927,-0.37,-0.37,17.248,73.649,85.898,-12.25,-2.227,172.158,551.368,1.536,,,,-12.341,
Guatemala,2019,519.368,821.242,115.256,37502.94,46710.654,0.111,3.957,14.33,16.691,143.953,145.206,4.857,4.857,0.232,0.232,17.581,77.76,93.277,-15.517,-4.197,183.431,593.972,4.183,,,,-15.585,
Guatemala,2020,504.324,827.151,118.568,36144.114,46169.422,0.112,4.018,13.507,18.557,147.975,153.464,-5.757,-5.757,-7.526,-7.526,17.916,74.742,109.115,-34.373,-22.32,220.388,600.089,8.973,,,,-31.825,
Guatemala,2021,554.619,920.154,121.761,38270.818,50353.144,0.114,3.949,16.863,19.062,155.19,156.268,19.486,19.486,10.258,10.258,18.274,94.66,103.598,-8.939,4.342,235.417,665.568,4.091,,,,-9.533,
Guatemala,2022,573.245,1018.891,129.34,39070.622,54670.215,0.115,3.92,16.66,18.048,168.206,176.586,4.361,4.361,6.968,6.968,18.637,105.82,120.089,-14.269,-0.329,244.328,736.109,2.708,,,,-14.51,
